root,subcategories,entries,link
ص ف ر,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%81_%D8%B1
ص ف ع,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%81_%D8%B9
ص ف ف,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%81_%D9%81
ص ف ق,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%81_%D9%82
ص ف و,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%81_%D9%88
ص ق ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%82_%D8%B1
ص ق ع,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%82_%D8%B9
ص ق ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%82_%D9%84
ص ك ك,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%83_%D9%83
ص ل ب,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%84_%D8%A8
ص ل ح,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%84_%D8%AD
ص ل ع,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%84_%D8%B9
ص ل و,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%84_%D9%88
ص ل ي,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%84_%D9%8A
ص م ت,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%85_%D8%AA
ص م د,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%85_%D8%AF
ص م غ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%85_%D8%BA
ص م ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%85_%D9%84
ص م م,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%85_%D9%85
ص ن ع,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%86_%D8%B9
ص ن ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%86_%D9%81
ص ن م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%86_%D9%85
ص ن ن,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%86_%D9%86
ص ن و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%86_%D9%88
ص ه ب,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%87_%D8%A8
ص ه د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%87_%D8%AF
ص ه ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%87_%D8%B1
ص ه و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%87_%D9%88
ص و ب,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%88_%D8%A8
ص و ت,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%88_%D8%AA
ص و خ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%88_%D8%AE
ص و ر,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%88_%D8%B1
ص و غ,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%88_%D8%BA
ص و ف,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%88_%D9%81
ص و ل,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%88_%D9%84
ص و م,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%88_%D9%85
ص و ن,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%88_%D9%86
ص و و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%88_%D9%88
ص و ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%88_%D9%8A
ص ي ح,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%8A_%D8%AD
ص ي د,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%8A_%D8%AF
ص ي ر,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B5_%D9%8A_%D8%B1
ض ب ب,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%A8_%D8%A8
ض ب ط,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%A8_%D8%B7
ض ج ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%AC_%D8%AC
ض ج ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%AC_%D8%B1
ض ج ع,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%AC_%D8%B9
ض ح ك,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%AD_%D9%83
ض ح و,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%AD_%D9%88
ض ح ي,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%AD_%D9%8A
ض خ خ,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%AE_%D8%AE
ض خ م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%AE_%D9%85
ض د د,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%AF_%D8%AF
ض ر ب,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%B1_%D8%A8
ض ر ح,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%B1_%D8%AD
ض ر ر,0,11,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%B1_%D8%B1
ض ر س,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%B1_%D8%B3
ض ر ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%B1_%D8%B7
ض ر ع,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%B1_%D8%B9
ض ر م,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%B1_%D9%85
ض ر و,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%B1_%D9%88
ض ع ف,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%B9_%D9%81
ض غ ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D8%BA_%D8%B7
ض ف ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%81_%D8%B1
ض ف ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%81_%D9%81
ض ل ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%84_%D8%B9
ض ل ل,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%84_%D9%84
ض م خ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%85_%D8%AE
ض م د,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%85_%D8%AF
ض م ر,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%85_%D8%B1
ض م م,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%85_%D9%85
ض م ن,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%85_%D9%86
ض ه د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%87_%D8%AF
ض ه ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%87_%D8%B1
ض ه ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%87_%D9%8A
ض و ء,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%88_%D8%A1
ض و ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%88_%D9%86
ض و ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%88_%D9%8A
ض ي ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%8A_%D8%B1
ض ي ع,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%8A_%D8%B9
ض ي ف,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%8A_%D9%81
ض ي ق,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B6_%D9%8A_%D9%82
ط ب ب,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%A8_%D8%A8
ط ب خ,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%A8_%D8%AE
ط ب ع,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%A8_%D8%B9
ط ب ق,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%A8_%D9%82
ط ح ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%AD_%D8%B1
ط ح ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%AD_%D9%84
ط ح ن,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%AD_%D9%86
ط ر ء,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B1_%D8%A1
ط ر ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B1_%D8%A8
ط ر ح,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B1_%D8%AD
ط ر د,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B1_%D8%AF
ط ر ز,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B1_%D8%B2
ط ر ش,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B1_%D8%B4
ط ر ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B1_%D8%B7
ط ر ف,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B1_%D9%81
ط ر ق,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B1_%D9%82
ط ر و,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B1_%D9%88
ط ر ي,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B1_%D9%8A
ط ز ج,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B2_%D8%AC
ط ع م,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B9_%D9%85
ط ع ن,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%B9_%D9%86
ط غ و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%BA_%D9%88
ط غ ي,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D8%BA_%D9%8A
ط ف ء,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%81_%D8%A1
ط ف ح,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%81_%D8%AD
ط ف ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%81_%D8%B1
ط ف س,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%81_%D8%B3
ط ف ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%81_%D9%81
ط ف ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%81_%D9%82
ط ف ل,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%81_%D9%84
ط ف و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%81_%D9%88
ط ل ب,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%84_%D8%A8
ط ل ح,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%84_%D8%AD
ط ل س,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%84_%D8%B3
ط ل ع,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%84_%D8%B9
ط ل ق,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%84_%D9%82
ط ل ل,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%84_%D9%84
ط ل ي,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%84_%D9%8A
ط م ث,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%85_%D8%AB
ط م ح,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%85_%D8%AD
ط م ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%85_%D8%B1
ط م س,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%85_%D8%B3
ط م ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%85_%D8%B9
ط م ي,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%85_%D9%8A
ط ه ر,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%87_%D8%B1
ط ه و,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%87_%D9%88
ط ه ي,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%87_%D9%8A
ط و ح,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%88_%D8%AD
ط و د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%88_%D8%AF
ط و ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%88_%D8%B1
ط و ع,0,12,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%88_%D8%B9
ط و ف,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%88_%D9%81
ط و ق,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%88_%D9%82
ط و ل,0,14,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%88_%D9%84
ط و ي,0,12,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%88_%D9%8A
ط ي ب,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%8A_%D8%A8
ط ي ر,0,13,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%8A_%D8%B1
ط ي ش,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%8A_%D8%B4
ط ي ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%8A_%D9%81
ط ي ن,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B7_%D9%8A_%D9%86
ظ ر ف,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B8_%D8%B1_%D9%81
ظ ع ن,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B8_%D8%B9_%D9%86
ظ ف ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B8_%D9%81_%D8%B1
ظ ل ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B8_%D9%84_%D9%81
ظ ل ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B8_%D9%84_%D9%84
ظ ل م,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B8_%D9%84_%D9%85
ظ م ء,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B8_%D9%85_%D8%A1
ظ ن ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B8_%D9%86_%D9%86
ظ ه ر,0,11,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B8_%D9%87_%D8%B1
ع ب ء,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%A8_%D8%A1
ع ب ب,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%A8_%D8%A8
ع ب ث,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%A8_%D8%AB
ع ب د,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%A8_%D8%AF
ع ب ر,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%A8_%D8%B1
ع ب س,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%A8_%D8%B3
ع ب ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%A8_%D8%B7
ع ب ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%A8_%D9%82
ع ب ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%A8_%D9%84
ع ب و,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%A8_%D9%88
ع ت ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AA_%D8%A8
ع ت د,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AA_%D8%AF
ع ت ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AA_%D8%B1
ع ت ق,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AA_%D9%82
ع ت ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AA_%D9%84
ع ت م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AA_%D9%85
ع ت ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AA_%D9%86
ع ت ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AA_%D9%8A
ع ث ث,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AB_%D8%AB
ع ث ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AB_%D8%B1
ع ث ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AB_%D9%86
ع ث و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AB_%D9%88
ع ث ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AB_%D9%8A
ع ج ب,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AC_%D8%A8
ع ج ج,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AC_%D8%AC
ع ج ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AC_%D8%B1
ع ج ز,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AC_%D8%B2
ع ج ل,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AC_%D9%84
ع ج م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AC_%D9%85
ع ج ن,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AC_%D9%86
ع ج و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AC_%D9%88
ع د د,0,11,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AF_%D8%AF
ع د ل,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AF_%D9%84
ع د م,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AF_%D9%85
ع د ن,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AF_%D9%86
ع د و,0,13,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%AF_%D9%88
ع ذ ب,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B0_%D8%A8
ع ذ ر,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B0_%D8%B1
ع ذ ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B0_%D9%82
ع ر ب,0,12,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D8%A8
ع ر ج,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D8%AC
ع ر ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D8%B1
ع ر س,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D8%B3
ع ر ش,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D8%B4
ع ر ض,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D8%B6
ع ر ف,0,12,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D9%81
ع ر ق,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D9%82
ع ر ك,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D9%83
ع ر م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B9_%D8%B1_%D9%85
